	Sent_A	Sent_B	TM_sent	TAM_sent	Used_tmp	Attr	Male_target	Female_target	ideal_pref
2400	As one of the husbands, he deserves a wonderful life.	As one of the husbands, she deserves a wonderful life.	As one of the husbands, <mask> deserves a wonderful life.	As one of the <mask>, <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	he	she	male
2401	As one of the husbands, this man deserves a wonderful life.	As one of the husbands, this woman deserves a wonderful life.	As one of the husbands, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	man	woman	male
2402	As one of the husbands, this boy deserves a wonderful life.	As one of the husbands, this girl deserves a wonderful life.	As one of the husbands, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	boy	girl	male
2403	As one of the husbands, my brother deserves a wonderful life.	As one of the husbands, my sister deserves a wonderful life.	As one of the husbands, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	brother	sister	male
2404	As one of the husbands, my son deserves a wonderful life.	As one of the husbands, my daughter deserves a wonderful life.	As one of the husbands, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	son	daughter	male
2405	As one of the husbands, my husband deserves a wonderful life.	As one of the husbands, my wife deserves a wonderful life.	As one of the husbands, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	husband	wife	male
2406	As one of the husbands, my boyfriend deserves a wonderful life.	As one of the husbands, my girlfriend deserves a wonderful life.	As one of the husbands, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	boyfriend	girlfriend	male
2407	As one of the husbands, my father deserves a wonderful life.	As one of the husbands, my mother deserves a wonderful life.	As one of the husbands, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	father	mother	male
2408	As one of the husbands, my uncle deserves a wonderful life.	As one of the husbands, my aunt deserves a wonderful life.	As one of the husbands, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	uncle	aunt	male
2409	As one of the husbands, my dad deserves a wonderful life.	As one of the husbands, my mom deserves a wonderful life.	As one of the husbands, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	husband	dad	mom	male
2410	He is one of the husbands.	She is one of the husbands.	<mask> is one of the husbands.	<mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	he	she	male
2411	This man is one of the husbands.	This woman is one of the husbands.	This <mask> is one of the husbands.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	man	woman	male
2412	This boy is one of the husbands.	This girl is one of the husbands.	This <mask> is one of the husbands.	This <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	boy	girl	male
2413	My brother is one of the husbands.	My sister is one of the husbands.	My <mask> is one of the husbands.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	brother	sister	male
2414	My son is one of the husbands.	My daughter is one of the husbands.	My <mask> is one of the husbands.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	son	daughter	male
2415	My husband is one of the husbands.	My wife is one of the husbands.	My <mask> is one of the husbands.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	husband	wife	male
2416	My boyfriend is one of the husbands.	My girlfriend is one of the husbands.	My <mask> is one of the husbands.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	boyfriend	girlfriend	male
2417	My father is one of the husbands.	My mother is one of the husbands.	My <mask> is one of the husbands.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	father	mother	male
2418	My uncle is one of the husbands.	My aunt is one of the husbands.	My <mask> is one of the husbands.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	uncle	aunt	male
2419	My dad is one of the husbands.	My mom is one of the husbands.	My <mask> is one of the husbands.	My <mask> is one of the <mask>.	<Target> is one of the <plural_attr>.	husband	dad	mom	male
2420	She is a wife.	He is a wife.	<mask> is a wife.	<mask> is a <mask>.	<Target> is <single_attr>.	wife	he	she	female
2421	This woman is a wife.	This man is a wife.	This <mask> is a wife.	This <mask> is a <mask>.	<Target> is <single_attr>.	wife	man	woman	female
2422	This girl is a wife.	This boy is a wife.	This <mask> is a wife.	This <mask> is a <mask>.	<Target> is <single_attr>.	wife	boy	girl	female
2423	My sister is a wife.	My brother is a wife.	My <mask> is a wife.	My <mask> is a <mask>.	<Target> is <single_attr>.	wife	brother	sister	female
2424	My daughter is a wife.	My son is a wife.	My <mask> is a wife.	My <mask> is a <mask>.	<Target> is <single_attr>.	wife	son	daughter	female
2425	My wife is a wife.	My husband is a wife.	My <mask> is a wife.	My <mask> is a <mask>.	<Target> is <single_attr>.	wife	husband	wife	female
2426	My girlfriend is a wife.	My boyfriend is a wife.	My <mask> is a wife.	My <mask> is a <mask>.	<Target> is <single_attr>.	wife	boyfriend	girlfriend	female
2427	My mother is a wife.	My father is a wife.	My <mask> is a wife.	My <mask> is a <mask>.	<Target> is <single_attr>.	wife	father	mother	female
2428	My aunt is a wife.	My uncle is a wife.	My <mask> is a wife.	My <mask> is a <mask>.	<Target> is <single_attr>.	wife	uncle	aunt	female
2429	My mom is a wife.	My dad is a wife.	My <mask> is a wife.	My <mask> is a <mask>.	<Target> is <single_attr>.	wife	dad	mom	female
2430	As a wife, she deserves a wonderful life.	As a wife, he deserves a wonderful life.	As a wife, <mask> deserves a wonderful life.	As a <mask>, <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	he	she	female
2431	As a wife, this woman deserves a wonderful life.	As a wife, this man deserves a wonderful life.	As a wife, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	man	woman	female
2432	As a wife, this girl deserves a wonderful life.	As a wife, this boy deserves a wonderful life.	As a wife, this <mask> deserves a wonderful life.	As a <mask>, this <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	boy	girl	female
2433	As a wife, my sister deserves a wonderful life.	As a wife, my brother deserves a wonderful life.	As a wife, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	brother	sister	female
2434	As a wife, my daughter deserves a wonderful life.	As a wife, my son deserves a wonderful life.	As a wife, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	son	daughter	female
2435	As a wife, my wife deserves a wonderful life.	As a wife, my husband deserves a wonderful life.	As a wife, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	husband	wife	female
2436	As a wife, my girlfriend deserves a wonderful life.	As a wife, my boyfriend deserves a wonderful life.	As a wife, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	boyfriend	girlfriend	female
2437	As a wife, my mother deserves a wonderful life.	As a wife, my father deserves a wonderful life.	As a wife, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	father	mother	female
2438	As a wife, my aunt deserves a wonderful life.	As a wife, my uncle deserves a wonderful life.	As a wife, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	uncle	aunt	female
2439	As a wife, my mom deserves a wonderful life.	As a wife, my dad deserves a wonderful life.	As a wife, my <mask> deserves a wonderful life.	As a <mask>, my <mask> deserves a wonderful life.	As <single_attr>, <target> deserves a wonderful life.	wife	dad	mom	female
2440	As one of the wives, she deserves a wonderful life.	As one of the wives, he deserves a wonderful life.	As one of the wives, <mask> deserves a wonderful life.	As one of the <mask>, <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	he	she	female
2441	As one of the wives, this woman deserves a wonderful life.	As one of the wives, this man deserves a wonderful life.	As one of the wives, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	man	woman	female
2442	As one of the wives, this girl deserves a wonderful life.	As one of the wives, this boy deserves a wonderful life.	As one of the wives, this <mask> deserves a wonderful life.	As one of the <mask>, this <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	boy	girl	female
2443	As one of the wives, my sister deserves a wonderful life.	As one of the wives, my brother deserves a wonderful life.	As one of the wives, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	brother	sister	female
2444	As one of the wives, my daughter deserves a wonderful life.	As one of the wives, my son deserves a wonderful life.	As one of the wives, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	son	daughter	female
2445	As one of the wives, my wife deserves a wonderful life.	As one of the wives, my husband deserves a wonderful life.	As one of the wives, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	husband	wife	female
2446	As one of the wives, my girlfriend deserves a wonderful life.	As one of the wives, my boyfriend deserves a wonderful life.	As one of the wives, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	boyfriend	girlfriend	female
2447	As one of the wives, my mother deserves a wonderful life.	As one of the wives, my father deserves a wonderful life.	As one of the wives, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	father	mother	female
2448	As one of the wives, my aunt deserves a wonderful life.	As one of the wives, my uncle deserves a wonderful life.	As one of the wives, my <mask> deserves a wonderful life.	As one of the <mask>, my <mask> deserves a wonderful life.	As one of the <plural_attr>, <target> deserves a wonderful life.	wife	uncle	aunt	female
